
2026
Hft	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22
17	3	6	8	9	10	12	14	21	23	24	25	28	31	44	47	48	49	56	67	70	75	76
16	4	6	8	12	13	16	17	32	33	37	38	39	42	45	50	51	56	60	62	63	66	71
15	2	5	8	10	11	14	25	33	34	46	47	48	50	51	55	56	57	63	66	72	77	78
14	2	3	8	10	16	17	21	23	30	34	41	44	45	48	49	50	53	56	59	61	66	67
13	13	18	20	22	23	25	26	31	32	35	39	47	48	52	53	55	60	62	64	74	76	78
12	1	3	10	12	15	17	27	29	31	33	41	42	45	46	48	49	51	59	65	66	73	78
11	2	5	11	12	13	19	27	30	32	33	35	39	42	44	51	52	57	61	63	70	73	79
10	2	3	4	8	9	16	20	27	29	31	35	38	39	43	45	50	51	54	56	64	72	76
9	2	12	13	14	16	19	27	32	34	35	37	41	44	45	51	55	60	61	63	68	79	80
8	6	7	12	15	19	23	28	29	32	34	35	37	45	46	54	60	67	68	70	71	74	80
7	2	3	4	8	11	18	25	27	31	35	39	46	48	53	54	56	60	68	69	73	75	78
6	8	14	16	20	25	26	27	29	32	38	40	43	51	52	56	57	59	62	63	65	73	77
5	2	4	5	8	9	13	16	20	26	28	34	35	45	48	53	57	58	60	64	76	79	80
4	7	9	13	16	17	18	19	20	22	29	30	36	47	50	52	57	60	64	66	69	76	78
3	2	9	10	17	19	21	23	24	25	34	39	44	50	52	54	55	58	62	64	65	72	74
2	1	2	6	14	16	19	27	30	51	52	53	55	59	60	61	63	64	66	71	73	75	79
1	1	2	6	7	12	20	27	30	31	34	37	39	42	43	46	51	53	54	56	59	68	77
2022
Hft	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22
22	1	4	14	15	30	44	46	49	51	52	53	54	56	61	62	64	72	74	75	76	77	79
104	3	13	16	24	28	31	33	34	38	49	52	55	57	58	60	63	66	67	73	74	76	79
103	4	6	8	11	13	14	15	16	19	21	22	27	32	38	44	50	51	55	68	69	77	78
102	2	3	5	7	16	21	28	30	34	37	42	47	48	52	54	58	59	65	66	71	74	79
101	2	12	18	19	24	27	32	34	36	37	42	45	46	50	51	52	54	59	70	72	74	78
100	1	5	7	9	10	16	19	22	24	26	31	32	39	47	48	49	51	59	63	67	68	79
99	4	7	11	14	18	22	30	32	34	37	47	49	52	61	63	65	66	68	71	74	77	79
98	2	3	4	6	9	16	20	24	28	35	38	39	42	44	47	52	55	56	61	73	74	78
97	2	3	4	6	12	18	20	31	32	33	44	47	48	50	51	53	58	65	68	69	70	72
96	1	6	13	17	20	25	27	29	31	37	40	45	47	48	50	53	62	67	69	71	75	76
95	2	7	8	13	14	22	28	31	33	34	35	40	45	50	53	55	63	70	71	72	75	77
94	4	6	11	15	19	20	23	24	27	28	30	34	35	38	43	49	52	71	72	74	77	79
93	1	2	6	16	20	21	22	26	30	33	36	39	40	50	51	54	57	65	67	70	71	72
92	4	5	11	12	18	22	29	40	43	45	49	50	55	56	63	64	65	68	76	77	79	80
91	2	4	9	10	12	20	28	30	32	34	39	40	42	43	44	47	49	57	60	61	70	75
90	5	12	13	15	17	19	21	23	27	35	36	41	51	54	57	58	59	61	71	75	78	80
89	2	8	14	20	21	22	23	24	26	38	43	44	46	47	51	59	60	62	65	67	73	75
88	2	3	8	18	20	21	26	28	29	35	40	49	50	53	56	60	65	72	74	75	78	80
87	1	3	7	17	19	20	21	24	25	28	29	31	34	35	38	39	43	49	51	60	66	79
86	3	4	8	20	22	31	33	38	44	47	48	50	54	57	59	63	68	70	72	75	77	78
85	2	4	8	9	12	13	18	25	27	33	36	39	40	43	47	55	65	66	69	71	76	80
84	1	3	11	14	15	16	17	20	22	26	32	33	34	36	41	52	57	63	64	65	69	78
83	3	5	6	9	10	11	13	14	18	23	28	29	33	39	42	47	51	55	70	77	79	80
82	1	2	3	8	9	11	15	16	25	29	37	38	41	45	50	54	56	59	62	63	76	78
81	1	2	11	13	17	18	27	32	35	36	41	45	46	48	49	50	51	53	54	61	71	78
80	2	5	6	11	14	16	17	21	29	37	39	56	58	65	66	67	70	72	74	76	78	80
79	4	6	7	8	11	18	31	35	37	39	40	46	48	51	53	55	57	62	73	75	76	79
78	3	4	9	14	17	19	25	28	44	48	49	50	52	53	54	55	59	63	65	67	71	74
77	5	14	16	18	28	29	31	32	36	38	39	41	43	47	50	54	57	59	60	70	72	75
76	2	5	6	8	10	14	18	19	24	30	32	39	49	61	62	64	67	69	70	71	75	80
75	1	6	8	9	12	16	20	22	24	29	30	36	42	49	55	56	61	62	64	68	72	77
74	1	4	8	13	15	17	43	46	49	50	51	53	58	62	64	65	68	72	73	75	76	77
73	2	6	7	12	20	21	23	27	33	36	37	38	46	49	53	62	69	73	74	76	77	80
72	4	6	8	10	13	14	18	19	20	23	24	27	30	37	41	44	53	59	63	67	72	80
71	4	8	9	10	14	16	21	22	25	26	40	43	48	49	51	53	55	59	60	64	65	79
70	1	4	7	9	12	13	14	22	28	36	41	51	53	57	60	65	66	67	71	72	73	78
69	5	9	12	13	15	16	19	20	27	28	32	34	36	43	44	48	51	54	57	77	78	79
68	2	6	7	14	17	27	39	40	41	43	46	47	48	53	56	58	69	71	72	74	75	79
67	5	7	9	14	24	30	41	42	46	48	49	50	52	54	55	56	58	66	74	77	79	80
66	6	16	17	24	31	33	34	37	38	41	44	46	48	49	50	56	58	59	64	66	67	76
65	2	4	8	9	16	18	23	25	28	33	39	40	42	43	49	53	57	60	64	67	72	78
64	2	7	9	10	13	16	20	26	32	34	49	51	52	53	57	58	61	66	67	71	73	78
63	1	7	11	13	15	17	20	24	25	33	35	37	41	43	48	52	54	58	64	65	66	76
62	1	7	9	11	13	14	19	28	33	49	50	53	54	56	58	62	64	69	70	71	72	78
61	1	3	5	8	9	10	11	12	13	17	21	25	33	35	37	39	44	50	51	67	71	72
60	2	5	6	12	13	14	23	24	28	31	35	40	45	47	49	50	57	58	64	65	67	71
59	1	6	7	8	9	12	20	24	29	33	45	47	50	53	56	62	65	66	69	73	75	79
58	5	7	14	27	29	30	36	37	40	45	47	48	49	50	51	53	55	65	66	68	74	78
57	13	18	21	24	25	26	35	39	40	42	47	49	50	52	55	57	59	60	62	71	78	79
56	3	4	5	7	8	11	12	14	17	21	36	38	39	41	43	52	53	61	69	70	75	78
55	1	8	10	11	12	14	15	17	18	20	27	36	39	40	41	44	45	55	58	67	70	71
54	1	3	6	12	13	17	20	21	28	29	32	33	34	36	42	50	56	62	64	68	76	80
53	4	8	11	13	14	15	18	20	23	27	31	33	35	37	43	50	59	67	69	74	75	78
52	1	11	16	17	20	23	25	29	33	34	41	42	45	53	55	62	63	70	73	75	77	80
51	5	13	16	18	21	24	26	27	30	42	46	50	52	53	55	58	64	65	66	69	70	71
50	2	4	6	13	14	15	16	22	29	35	37	39	40	44	46	48	50	53	54	56	58	71
49	1	4	10	13	19	20	22	23	26	27	32	37	48	49	52	53	58	59	66	74	75	77
48	6	7	15	16	18	21	25	30	34	38	45	47	52	56	58	61	62	66	67	68	72	77
47	12	18	19	23	27	28	29	32	40	43	46	51	53	56	60	65	66	67	69	72	74	76
46	1	3	11	17	19	26	34	41	42	43	53	54	56	58	62	64	70	72	75	77	78	79
45	3	5	13	19	20	25	26	42	43	44	45	51	55	58	59	61	67	70	71	72	79	80
44	6	8	11	13	14	16	17	18	28	31	34	35	39	50	51	54	58	59	60	61	70	80
43	5	7	9	12	13	18	19	24	32	41	42	46	50	52	53	57	63	64	65	71	77	80
42	8	13	14	15	17	18	21	22	25	31	32	33	36	37	46	47	60	62	63	71	73	78
41	5	7	10	11	12	13	16	18	25	31	35	40	41	43	47	49	50	53	55	57	59	73
40	5	6	11	17	29	34	36	38	41	49	56	57	60	61	62	66	67	68	69	70	75	76
39	2	3	9	12	15	18	30	31	32	33	38	40	49	50	57	60	61	65	68	69	76	78
38	2	7	8	9	11	13	17	23	24	30	31	32	37	43	44	54	57	58	60	64	65	79
37	1	13	18	21	30	33	35	40	48	49	52	53	55	59	60	62	64	71	74	76	77	78
36	2	12	13	14	18	20	23	30	31	34	43	45	62	63	64	65	70	71	72	73	75	77
35	3	6	9	14	16	18	19	20	23	28	29	30	37	39	40	41	42	47	49	51	67	71
34	12	13	15	18	29	30	32	35	37	38	39	40	43	46	47	57	59	60	65	67	73	79
33	2	7	14	19	20	23	24	27	32	34	36	42	44	47	51	59	60	65	66	71	72	74
32	8	13	15	16	19	24	25	31	36	38	42	43	44	45	50	52	54	55	61	65	68	76
31	2	4	9	10	13	17	19	23	26	28	33	41	48	51	52	55	57	61	65	66	67	72
30	1	5	14	26	27	32	33	37	38	40	42	46	51	52	54	58	60	62	72	73	74	79
29	9	10	16	17	19	21	23	30	32	34	39	41	56	57	60	65	67	70	71	77	78	79
28	1	2	3	6	9	19	25	27	32	51	54	55	58	59	62	63	68	69	71	72	74	76
27	3	4	13	21	23	24	33	34	42	44	47	48	54	58	61	62	63	67	70	73	77	78
26	3	6	9	10	12	17	18	29	33	39	42	43	45	50	54	57	63	64	66	71	73	76
25	2	4	13	16	18	19	24	26	30	31	33	40	47	50	55	61	65	68	74	77	78	79
24	6	7	12	16	17	22	27	37	40	41	45	46	47	50	51	53	60	66	67	68	72	75
23	4	8	14	17	18	21	24	26	27	28	33	34	37	46	53	55	56	63	66	75	76	78
22	1	8	12	15	22	27	30	37	40	41	43	45	50	51	53	59	61	62	69	70	74	79
21	3	4	8	9	12	16	17	23	31	35	37	45	46	49	54	55	56	57	61	70	77	79
20	3	5	6	12	17	19	24	26	28	29	31	32	37	41	42	46	54	57	69	77	79	80
19	2	3	7	9	14	19	23	25	26	32	34	37	46	48	49	50	57	60	65	66	78	80
18	1	6	8	10	12	22	26	30	31	32	34	35	36	42	45	46	47	50	62	63	69	78
17	5	11	13	19	21	24	28	31	33	36	49	53	56	58	61	63	69	71	73	75	77	79
16	1	7	9	10	11	13	16	19	21	22	27	30	34	36	40	44	57	64	65	66	76	80
15	2	7	13	15	16	18	21	24	28	35	38	39	42	43	44	45	48	52	60	61	73	74
14	2	3	7	13	15	17	21	22	30	42	46	48	53	54	57	58	61	66	71	74	75	76
13	4	8	16	21	24	27	28	30	33	34	37	44	45	46	50	67	70	73	74	76	77	80
10	1	3	12	13	19	23	25	30	36	42	47	48	49	50	60	65	66	69	70	75	78	80
9	1	3	5	6	10	12	18	29	32	34	35	40	47	51	53	54	56	66	69	71	77	78
8	1	5	7	10	11	14	16	20	23	24	25	26	34	38	39	41	46	47	49	65	70	76
7	5	7	9	13	15	16	18	19	25	35	36	41	42	49	60	61	66	68	70	74	77	80
6	2	3	8	12	16	17	19	20	32	35	39	40	48	49	50	57	64	67	72	74	75	80
5	3	5	7	10	12	15	16	18	21	25	28	37	38	39	40	53	61	65	73	75	76	80
4	2	4	11	13	17	18	19	20	21	33	37	40	44	58	60	61	62	65	69	75	76	80
3	2	5	9	18	22	24	27	30	36	39	40	41	45	46	47	48	57	62	65	66	77	79
2	4	11	12	16	19	32	33	34	35	37	39	40	41	44	49	50	55	56	59	67	73	79
1	3	12	16	22	27	30	32	36	38	41	43	44	45	48	53	55	57	67	72	73	75	79
